FID;Naiset;Miehet;Ko_perus;Ko_yliop;Ko_ammat;Ko_al_kork;Ko_yl_kork;Tp_tyopy;Ra_pt_as;Ra_kt_as;Ra_muu_as;Pt_tyoll;Pt_tyott;Viipyma_arki;Viipyma_vkl;AC_laturit;DC_laturit;count_Acc_First;count_Business_First;count_Eat_First;count_Gov_First;count_Health_First;count_Leisure_First;count_Shop1_First;count_Shop2_First;count_Sport_First;count_Tourism_First;count_Trans_First;KAC_First;KDC_First;Kvl2_First;Hr_mtu_First;Kika2_First;Te_takk2_First;Pistokkeet
1136;14;13;2;1;3;5;9;79;11;0;0;12;1;4212;3793;0;4;0;15;14;5;2;2;1;54;2;0;33;72;34;58518;46506;42,1;2,86;4
1137;54;44;26;5;26;20;9;61;18;54;4;33;6;2400;1398;4;0;6;22;27;9;9;7;0;64;0;7;16;18;6;7130;20277;54,47;1,53;4
1138;45;47;17;5;32;21;10;9;23;21;0;58;5;1006;681;4;0;0;0;1;2;2;0;0;16;0;0;18;20;9;25100;28479;39,43;2,11;4
1139;242;205;40;47;44;102;145;65;7;280;16;244;15;3766;2762;4;0;1;21;24;14;14;3;0;83;2;1;23;294;9;60800;30772;41,81;1,71;4
1140;40;37;20;6;19;14;10;35;15;30;0;35;6;141;0;4;0;0;1;6;5;1;0;0;11;4;2;30;55;18;72800;21802;40,26;2,12;4
1141;14;14;6;2;6;6;5;32;12;2;0;15;1;867;526;4;0;1;1;4;3;0;1;0;6;1;1;16;18;4;14224;28884;45,39;2,21;4
1142;188;163;49;60;60;76;72;217;11;215;1;188;18;2660;1754;4;0;1;13;19;12;3;6;2;45;2;3;21;153;15;45000;22494;36,97;1,82;4
1143;177;171;72;47;58;69;57;486;1;244;6;155;24;7489;3819;4;0;2;32;53;31;13;29;0;71;6;1;42;206;17;45000;21343;38,34;1,68;4
1144;132;123;26;33;25;58;88;66;13;157;1;128;9;2624;1732;4;0;2;22;44;6;22;22;0;83;3;5;25;111;6;46444;29477;42,37;1,72;4
1145;43;44;15;7;12;17;28;67;22;19;1;49;4;335;78;4;0;1;6;9;8;1;0;1;12;1;0;19;59;8;66970;27270;38,41;2,08;4
1146;212;192;127;29;118;57;25;30;18;225;0;168;42;1036;733;1;3;0;5;31;14;8;3;0;61;1;2;35;6;0;11900;21536;43,41;1,8;4
1147;187;183;72;30;59;77;64;558;13;201;0;176;19;1251;927;4;0;2;32;53;15;17;8;2;124;0;4;63;179;16;74370;26219;39,89;1,88;4
1148;237;213;103;38;87;99;88;82;3;278;0;232;29;3446;2238;2;2;2;7;17;7;9;4;0;54;0;0;38;136;5;118500;22411;42,37;1,68;4
1149;76;66;36;4;49;24;7;45;23;67;4;41;11;2369;2087;0;4;1;6;6;5;3;0;0;16;0;0;12;16;20;23494;18733;48,75;1,69;4
1150;0;0;0;0;0;0;0;0;0;0;0;0;0;490;449;4;0;0;0;0;0;0;0;0;0;0;0;2;4;0;5932;0;0;0;4
1151;0;0;0;0;0;0;0;237;0;0;0;0;0;6079;6407;4;0;3;9;22;0;3;0;0;9;0;2;26;546;50;22069;0;0;0;4
1152;83;80;19;12;24;34;37;15;58;7;0;79;5;1177;1169;2;2;0;6;4;5;2;0;0;15;1;0;23;15;3;83500;33235;39,7;2,59;4
1153;81;73;18;16;15;34;53;189;15;84;1;79;5;1906;1367;4;0;1;27;42;9;16;16;0;79;0;4;23;169;5;34921;29266;42,84;1,78;4
1154;18;16;6;3;4;10;9;46;0;0;0;15;1;301;263;4;0;0;0;1;0;0;1;0;6;1;2;10;29;4;7500;32092;53,27;1,92;4
1155;168;152;79;34;84;54;26;355;5;274;0;151;22;4048;2484;4;0;4;32;67;15;17;12;3;127;3;4;45;47;5;29900;23424;37,84;1,6;4
1156;183;159;58;32;54;60;62;28;14;176;0;156;17;2082;1649;1;3;0;3;7;10;3;3;0;26;3;1;15;37;11;72800;25028;36,23;1,99;4
1157;24;23;14;2;15;6;2;22;7;23;0;22;3;1628;1316;4;0;0;0;4;4;0;2;0;10;4;1;13;31;3;22167;21018;45,09;1,73;4
1158;1;1;1;0;0;0;0;137;0;0;0;1;0;3271;1723;4;0;0;22;9;0;2;4;2;52;1;0;21;49;12;58221;25863;46,55;1,2;4
1159;24;26;12;5;17;6;2;359;0;36;1;24;2;595;129;4;0;5;38;32;3;2;1;2;105;0;0;29;299;69;98171;22285;31,24;1,57;4
1160;70;64;36;8;45;24;9;59;16;85;0;61;8;2036;1429;4;0;1;10;10;5;7;1;0;45;3;1;16;32;3;22167;24107;45,81;1,65;4
1162;16;15;6;1;11;5;1;16;12;2;0;14;1;2472;1590;4;0;0;4;7;4;3;1;0;12;1;0;8;6;0;6090;26846;38,53;2,29;4
1163;69;69;37;9;40;21;11;32;19;93;1;61;8;457;274;4;0;0;5;7;10;5;1;0;20;2;1;15;12;0;11097;22730;38,44;1,68;4
1164;46;46;23;5;26;15;9;33;19;50;0;42;4;1614;1360;4;0;0;7;3;4;1;0;0;23;2;1;13;12;0;11097;24865;35,99;1,83;4
1165;19;17;12;2;15;9;3;17;3;45;0;14;4;2449;1414;4;0;3;2;8;4;2;7;0;29;2;4;6;24;4;3027;19718;55,48;1,43;4
1166;31;32;14;3;24;10;4;66;10;31;0;34;5;417;0;4;0;0;7;4;3;2;0;0;27;1;0;22;23;0;42767;24620;39,01;1,78;4
1167;65;52;25;8;39;25;10;61;9;81;1;45;7;1193;782;4;0;0;5;10;3;2;1;0;21;1;3;12;33;3;8718;18810;50,92;1,45;4
1168;148;129;48;25;51;59;57;46;19;150;0;141;17;1015;733;2;2;0;9;9;12;17;5;1;49;3;2;31;43;18;55600;27049;40,76;1,76;4
1169;159;165;66;23;50;56;54;32;38;112;6;149;19;2518;1673;2;2;0;5;6;10;3;2;0;30;1;1;11;191;10;2811;25551;34,49;2,16;4
1170;19;18;11;3;11;10;4;35;6;48;4;13;2;271;0;4;0;9;12;27;6;6;10;0;37;1;10;8;14;1;;22829;58,65;1,52;4
1171;14;14;3;2;7;6;5;87;10;1;1;16;1;2980;2038;0;4;0;13;12;0;4;0;2;49;0;0;17;16;4;5739;31749;38,86;2,72;4
1172;101;85;44;14;39;44;27;57;13;98;0;75;9;2242;1992;4;0;0;12;18;20;5;3;1;54;3;1;23;28;37;45071;23957;49,01;1,74;4
1173;3;3;1;0;1;1;1;3;2;0;0;2;0;347;703;4;0;0;0;0;0;1;1;0;1;0;0;9;6;2;2594;37036;41,39;0;4
1174;111;113;52;19;41;41;35;133;6;132;0;112;18;201;77;4;0;0;12;17;6;4;2;2;68;1;0;35;82;7;125000;22097;38,08;1,84;4
1175;112;87;50;8;66;37;12;60;25;117;3;73;9;1032;728;4;0;1;21;22;6;13;4;2;93;2;4;14;24;9;14065;21583;50,53;1,57;4
1176;108;110;58;24;51;43;24;185;6;135;5;112;18;2022;1308;0;4;0;31;26;4;4;5;1;76;3;0;30;38;8;97700;23285;39,71;1,68;4
1177;47;46;16;5;24;16;10;27;34;6;0;46;5;1503;923;2;2;1;5;1;1;4;1;0;14;0;2;37;50;6;12588;28362;40,83;2,42;4
1178;50;47;24;4;30;16;6;48;20;39;0;37;7;1270;296;0;4;0;13;15;8;4;6;1;60;3;1;35;52;18;;20698;42,87;1,83;4
1179;63;55;31;5;39;21;7;68;16;67;2;47;5;908;556;2;2;0;14;15;10;9;2;0;37;0;3;20;12;1;9357;23611;51,53;1,56;4
1180;13;14;3;1;4;7;7;45;10;0;0;16;1;1291;1136;0;4;0;5;9;1;0;1;0;16;1;0;27;47;9;42524;34188;37,36;2,67;4
1181;91;66;38;12;54;40;14;133;1;146;6;48;8;336;169;0;4;10;27;50;11;21;10;0;124;7;9;23;3;0;20301;19384;56,42;1,36;4
1182;6;5;4;0;9;3;1;6;9;1;0;7;1;840;698;4;0;1;2;2;0;0;0;0;6;0;0;6;6;1;4704;19392;60,39;1,39;4
1183;114;129;54;44;58;37;19;32;25;136;1;75;20;1242;829;4;0;0;2;6;8;5;1;0;18;0;2;20;5;0;;15290;39,95;1,58;4
1184;1;0;0;0;0;0;0;0;0;0;0;0;0;359;300;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;7837;0;51;0;4
1185;31;30;11;4;18;10;6;116;26;6;0;32;4;1503;923;2;2;0;11;2;1;2;1;0;13;0;2;34;50;6;66533;25243;40,01;2,34;4
1186;86;75;42;9;56;26;9;88;15;101;2;68;7;1235;701;4;0;0;14;15;11;10;2;0;39;0;2;24;12;3;9357;23039;49,17;1,52;4
1187;23;22;12;2;21;6;2;39;11;21;3;17;4;1114;562;2;2;0;7;4;3;2;1;0;23;0;0;23;5;1;20301;18641;49,65;1,55;4
1188;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;7837;0;0;0;4
1189;36;35;15;2;26;12;4;11;16;30;1;28;5;1648;1166;4;0;0;4;3;3;5;1;0;15;1;0;13;21;2;;21594;44,9;1,7;4
1190;6;8;3;2;4;2;0;137;4;3;0;5;0;2982;1010;4;0;0;12;4;0;0;0;0;15;1;0;29;166;30;98171;27121;37,31;1,82;4
1191;0;0;0;0;0;0;0;154;0;0;0;0;0;630;404;4;0;0;3;1;0;1;0;0;5;0;1;9;561;53;22069;0;0;0;4
1192;33;29;18;2;26;9;3;25;14;33;4;18;4;1498;794;4;0;2;8;11;5;7;1;0;40;0;0;11;8;1;10927;18671;55,79;1,51;4
1193;37;35;5;5;6;15;22;137;31;0;0;36;2;2257;1895;4;0;1;12;13;4;4;4;1;38;1;0;14;68;6;66970;38960;37,69;2,78;4
1194;2;4;7;0;1;0;0;1;3;0;0;6;0;800;605;0;4;0;0;0;1;0;0;0;0;0;0;5;0;0;7381;16787;42,55;0;4
1195;23;21;10;2;15;9;3;34;14;7;2;21;1;917;842;0;4;0;5;9;5;7;0;3;21;1;1;17;5;3;21459;24346;45,86;1,89;4
1196;263;245;65;69;85;117;124;933;1;397;1;282;26;6816;3581;4;0;7;52;137;25;15;38;1;196;5;2;51;114;21;51200;27946;39,43;1,58;4
1197;485;455;159;159;164;208;204;497;4;844;15;557;74;7777;4348;4;0;7;47;230;32;25;87;1;312;6;16;48;183;27;36100;23757;40,17;1,34;4
1198;30;30;9;5;13;15;11;86;14;14;0;31;2;3711;4365;0;4;0;7;7;1;0;2;0;32;1;0;13;109;21;69807;32812;35,98;2,45;4
1199;56;48;14;8;34;22;14;2;26;64;0;32;1;0;0;4;0;0;0;0;0;0;0;0;0;0;1;2;32;3;7358;36652;31,35;2;4
1200;404;349;82;111;82;162;231;326;2;625;4;417;36;5207;4248;4;0;13;66;136;32;36;52;0;359;2;15;37;439;16;21700;28078;42,08;1,58;4
1201;32;37;9;3;20;12;8;11;22;1;1;39;2;857;683;2;2;0;3;2;3;1;0;0;12;0;0;13;2;0;27865;30504;35,1;3,09;4
1202;278;216;50;72;63;113;138;1059;1;368;9;284;22;10786;4741;0;4;4;21;50;19;25;19;0;118;9;11;45;137;6;38100;27039;39,29;1,58;4
1203;11;9;4;0;7;4;2;27;5;6;0;10;1;2057;2033;0;4;0;5;5;0;0;0;0;9;0;0;9;34;5;14136;25165;43,96;1,86;4
1204;76;72;34;6;58;25;7;8;26;77;0;54;13;156;0;3;1;1;2;3;3;1;1;0;14;0;0;7;16;6;8718;18297;47,06;1,6;4
1205;0;0;0;0;0;0;0;5;0;0;0;0;0;77;0;4;0;4;0;1;0;0;3;0;0;0;2;8;4;0;1371;0;0;0;4
1206;102;101;51;17;50;43;28;127;14;124;0;110;16;2022;1308;4;0;0;27;27;2;3;3;1;63;1;0;40;38;12;97700;23300;40,94;1,78;4
1207;11;11;5;2;4;5;4;59;9;0;0;13;1;2270;1069;4;0;0;4;8;0;3;1;0;9;1;0;20;82;14;84900;31738;36,38;2,52;4
1208;187;189;86;32;65;75;56;583;3;277;0;180;23;16096;14236;4;0;3;40;71;22;23;12;3;167;3;4;75;165;16;74370;23628;39,33;1,83;4
1209;195;199;89;32;67;78;59;582;3;288;0;186;23;16096;14236;4;0;4;42;71;21;23;12;3;166;3;4;75;165;16;74370;24603;39,45;1,88;4
1210;287;268;77;82;98;147;166;539;4;413;14;366;35;5306;3392;4;0;4;40;118;24;9;42;0;161;6;6;44;261;31;41400;25480;39,37;1,5;4
1211;273;238;54;74;49;110;189;527;0;313;11;280;20;2460;2015;4;0;12;57;149;35;21;57;0;181;10;45;36;169;21;32600;31767;43,44;1,85;4
1212;3;3;0;0;1;1;0;10;5;0;0;2;0;1049;759;4;0;0;0;0;2;0;0;0;1;0;0;2;6;0;2406;29120;37,46;1,6;4
1213;101;75;52;9;60;39;14;141;11;126;5;60;8;2363;1730;4;0;4;22;57;11;20;7;3;110;3;6;16;14;1;13713;21358;56,81;1,44;4
1214;62;60;25;7;23;23;25;95;25;48;0;64;7;850;523;4;0;0;6;8;11;1;1;1;17;1;2;16;75;10;66970;26892;36,41;2,11;4
1216;49;40;21;2;30;16;5;36;22;31;3;26;5;149;0;2;2;1;6;6;4;3;0;0;18;0;0;14;16;22;23494;18405;49,72;1,72;4
1217;0;0;0;0;0;0;0;257;0;0;0;0;0;6079;6407;2;2;3;10;24;1;3;0;0;10;0;2;26;546;48;22069;0;0;0;4
1218;31;33;8;4;14;15;12;17;22;3;0;37;3;1291;1136;2;2;0;6;8;1;0;0;0;22;0;0;24;45;9;42524;30750;34,66;2,62;4
1219;24;23;6;1;15;10;4;3;17;7;0;20;3;1302;934;4;0;0;0;1;0;0;1;0;4;0;0;10;4;0;14816;26869;42,17;2,07;4
1220;27;22;21;2;20;8;2;29;14;37;2;18;3;1100;811;2;2;1;10;11;2;4;2;2;33;0;2;6;3;1;4088;18177;55,78;1,39;4
1221;43;60;20;25;5;24;26;693;2;66;2;47;2;2565;1296;4;0;4;17;19;7;7;3;0;43;2;1;27;145;5;28023;26753;33,24;1,58;4
1222;32;32;9;4;9;12;14;50;29;0;0;31;3;4212;3793;2;2;1;12;9;2;4;0;0;47;0;0;19;30;34;58518;32010;39,61;2,48;4
1223;317;274;64;87;60;125;186;234;2;529;3;332;29;266;343;0;4;11;60;111;25;28;47;0;272;0;14;33;419;12;21700;30563;42,24;1,61;4
1224;101;80;41;7;55;34;13;60;32;80;3;70;7;1822;1609;4;0;1;21;20;6;14;4;2;98;0;3;15;24;9;14065;21401;48,21;1,69;4
1225;1;1;0;0;0;0;0;2;0;0;0;0;0;756;552;4;0;0;1;0;0;0;0;0;0;0;0;0;4;0;;0;46;0;4
1226;20;21;2;2;7;11;9;5;14;0;0;27;1;229;0;4;0;0;0;0;1;0;0;0;2;0;0;8;4;0;405;31637;29,9;3,15;4
1227;64;130;48;59;4;38;38;482;0;99;10;62;1;2565;1296;4;0;4;7;16;10;7;5;0;30;3;2;25;123;5;28023;9854;27,76;1,7;4
1228;94;98;39;9;44;36;16;111;18;96;0;102;13;2660;892;4;0;6;4;4;2;1;1;0;35;0;0;24;262;17;98171;28843;34,7;2,05;4
1229;203;164;86;23;123;69;28;165;8;282;2;157;22;2883;1920;4;0;3;33;42;12;28;11;2;154;3;6;21;34;14;13157;22228;46,68;1,49;4
1230;136;123;41;23;32;66;71;112;46;99;0;120;8;1736;1346;2;2;1;9;14;13;3;4;0;37;1;0;28;86;23;53866;31210;40,8;2,01;4
1233;14;13;10;0;8;4;1;26;9;1;0;8;2;1587;1012;4;0;0;1;0;2;1;1;0;5;1;2;4;6;0;3042;21258;55,78;1,79;4
1234;21;18;12;2;15;6;1;13;19;7;1;11;2;188;0;4;0;0;3;0;7;6;1;1;6;0;0;7;8;2;7234;19184;53,92;1,59;4
1235;143;133;47;48;42;63;56;85;12;169;0;138;12;1401;704;4;0;1;9;8;7;1;2;0;35;1;3;25;120;15;53866;26681;33,91;1,65;4
1236;73;70;36;8;50;21;8;70;28;70;0;62;7;1235;701;4;0;0;14;15;6;9;2;0;29;0;2;25;12;3;9357;23052;45,88;1,59;4
1237;389;344;95;108;109;163;198;697;0;618;12;431;39;12237;9307;4;0;15;49;169;37;41;63;1;287;8;31;55;237;18;51200;26182;42,03;1,51;4
1238;202;162;40;47;50;91;96;219;1;277;4;211;19;2223;1183;4;0;2;9;14;16;9;4;0;48;0;2;38;149;7;46100;27298;40,68;1,49;4
1239;212;176;82;32;117;77;40;177;9;296;1;159;33;3461;1369;0;4;9;46;98;19;45;33;2;303;1;10;28;78;21;;21295;45,45;1,43;4
1240;111;113;52;19;41;41;35;133;6;132;0;112;18;201;77;4;0;0;12;17;6;4;2;2;67;1;0;36;82;7;125000;22097;38,08;1,84;4
1241;111;91;24;32;27;45;47;332;3;135;5;111;11;649;129;0;4;6;7;13;5;13;1;0;42;1;0;34;205;6;44400;26647;41,65;1,65;4
1242;156;298;120;150;6;87;83;565;0;215;21;128;2;1838;905;4;0;3;3;13;10;6;3;0;16;2;4;13;122;5;;9854;25,79;1,89;4
1243;183;150;76;19;106;70;30;166;12;245;2;137;18;3782;2908;1;3;2;26;45;11;24;14;2;168;2;7;25;39;9;;22862;49,51;1,51;4
1244;0;0;0;0;0;0;0;101;0;0;0;0;0;283;0;4;0;0;8;3;0;0;0;0;7;0;1;3;14;0;13300;0;0;0;4
1245;76;68;36;9;49;24;8;90;11;91;0;63;8;1550;922;4;0;1;13;17;7;11;4;0;59;2;1;22;34;3;22167;23077;47,54;1,55;4
1246;155;137;24;33;25;63;111;1106;0;262;9;146;11;2803;2124;0;4;23;69;202;23;44;100;10;283;7;54;98;324;17;28200;36240;45,19;1,79;4
1247;78;75;21;12;23;33;33;14;45;31;0;71;6;880;708;2;2;0;3;2;3;3;1;0;13;0;0;23;64;5;125000;30138;43,03;2,17;4
1248;101;95;26;22;17;37;67;479;22;87;1;90;6;2557;1110;2;2;0;13;8;9;8;2;0;32;0;0;22;153;3;34921;29650;40,39;1,93;4
1249;166;146;71;19;90;68;30;139;20;194;2;136;16;4908;3523;0;4;3;30;48;14;13;10;1;131;2;2;50;31;5;16426;23566;48,59;1,56;4
1250;138;265;107;134;5;78;74;516;0;191;19;116;2;1838;905;4;0;3;3;13;10;6;3;0;16;2;4;13;122;5;;9854;25,79;1,89;4
1251;9;8;5;0;3;3;1;159;13;4;0;8;2;3271;1723;4;0;0;22;8;2;1;4;2;76;3;0;25;54;12;58221;24638;41,94;2,16;4
1252;164;150;58;25;42;69;70;768;0;185;8;155;15;5706;2942;4;0;4;32;45;11;20;27;2;78;13;4;14;409;10;57500;29347;43,4;1,88;4
1253;46;39;25;3;43;16;4;96;5;72;2;32;6;1682;847;4;0;4;14;29;8;12;6;0;74;1;1;17;18;12;29163;18723;53,9;1,33;4
1254;67;57;33;5;51;25;8;61;16;91;3;43;8;2449;1414;4;0;5;17;27;5;10;10;1;86;2;7;19;34;9;;20727;55,73;1,44;4
1255;60;56;30;4;46;16;6;30;20;61;3;39;7;524;308;4;0;1;5;6;5;9;4;0;18;0;3;20;11;0;5566;19517;50,72;1,5;4
1256;516;433;94;141;91;194;302;363;2;701;4;524;42;6391;4806;0;4;14;77;181;47;46;68;0;432;1;25;37;411;12;21700;31488;41,35;1,68;4
1257;497;470;156;162;172;219;212;656;0;830;1;586;74;11255;7750;0;4;12;57;218;45;36;76;1;353;7;15;50;139;15;51200;23757;40,25;1,36;4
1258;192;146;30;35;39;79;99;150;7;230;0;149;10;2289;1824;4;0;0;11;18;7;16;3;0;61;0;1;28;47;5;39200;28979;45,67;1,67;4
1259;251;187;41;56;49;104;134;90;0;308;2;253;21;3634;2227;4;0;2;16;25;12;17;12;0;62;2;3;29;179;10;34700;28262;42,01;1,56;4
1260;71;53;37;4;55;21;5;129;5;103;3;37;8;2080;1084;2;2;2;14;28;9;14;5;0;70;1;1;12;18;10;29163;18723;56,98;1,38;4
1261;84;82;19;10;22;38;48;38;69;11;0;75;6;709;584;4;0;1;9;6;6;8;0;0;25;1;0;18;46;10;125000;33628;45,7;2,33;4
1262;91;86;38;19;40;43;33;148;12;97;1;95;11;326;0;4;0;0;14;18;12;4;4;0;40;0;2;14;75;21;109400;24114;40,64;1,82;4
1263;298;268;56;45;53;130;181;357;0;319;2;289;16;3175;1972;4;0;1;18;30;13;13;3;0;102;4;1;16;226;9;9100;33371;43,01;1,94;4
1264;20;17;11;2;11;9;6;21;14;14;0;15;2;1234;795;4;0;1;8;6;5;7;1;2;13;2;2;7;9;0;3187;20911;55,56;1,76;4
1265;270;234;78;38;94;109;97;25;20;321;0;225;24;1101;1675;4;0;0;1;21;6;6;1;0;33;0;4;20;31;4;11600;27583;44,13;1,93;4
1266;240;184;68;35;70;90;88;251;3;248;1;196;22;2804;1778;4;0;3;10;30;12;17;3;0;81;2;1;27;92;8;44400;27316;44,26;1,8;4
1267;81;78;35;8;47;31;18;31;36;60;0;76;10;503;383;2;2;0;1;4;5;5;2;0;22;2;0;28;24;6;6956;25796;43,75;1,92;4
1268;2;2;0;0;0;0;0;2;2;0;0;0;0;412;250;0;4;0;0;1;0;0;0;0;0;0;0;2;0;0;24886;0;47;0;4
1269;64;63;18;9;18;24;31;141;36;35;1;65;5;2257;1895;4;0;1;11;15;5;6;3;0;42;1;0;27;68;6;66970;32608;37,14;2,26;4
1270;199;172;66;40;69;91;78;1218;1;243;1;177;15;5640;4172;4;0;4;37;75;36;16;16;2;85;7;3;44;192;10;38400;25755;40,91;1,76;4
1271;328;288;83;73;113;134;143;505;2;482;1;353;40;2548;1695;4;0;7;32;79;18;9;40;0;144;3;7;49;136;23;51200;26774;40,2;1,56;4
1272;284;240;47;54;52;120;174;133;4;336;17;290;18;1201;963;4;0;1;24;28;18;14;3;0;100;3;0;26;294;9;60800;30772;41,69;1,71;4
1273;135;114;35;24;42;59;56;611;0;161;0;132;10;4506;2252;4;0;4;15;24;11;10;6;0;39;6;3;30;238;10;44400;25394;42,03;1,75;4
1274;11;9;5;1;6;4;1;16;9;0;0;8;1;919;806;1;3;1;2;0;1;0;0;1;4;0;0;10;1;0;18404;20178;46,52;2,14;4
1275;2;2;0;0;0;0;0;3;2;0;0;0;0;1029;1419;4;0;1;0;1;0;0;2;0;0;0;1;4;15;0;2594;0;47,64;0;4
1276;64;57;22;10;26;21;25;31;20;51;0;55;7;832;542;4;0;0;2;2;2;2;4;0;23;0;0;22;118;11;125000;24672;44,14;1,9;4
1277;165;151;26;32;30;67;98;49;14;170;0;167;10;1605;1177;4;0;4;6;8;7;5;3;0;20;1;0;13;29;2;69300;30444;39,16;1,88;4
1278;84;72;32;11;51;37;13;163;1;128;2;53;10;416;62;4;0;5;19;34;10;7;18;2;79;0;5;6;38;6;;19719;52,47;1,45;4
1279;71;62;19;11;21;29;29;31;32;36;2;62;5;954;773;4;0;0;5;9;5;4;2;0;11;4;1;14;5;0;18000;28091;41,84;2,09;4
1280;115;95;45;13;72;42;13;107;5;155;2;70;13;1421;779;4;0;1;18;34;7;21;14;1;81;3;4;22;39;6;11826;20253;49,81;1,46;4
1281;59;58;23;6;30;20;10;86;39;12;0;49;4;578;90;0;4;0;8;3;3;1;1;0;25;2;0;26;42;6;68336;26674;42,97;2,29;4
1282;194;171;76;28;79;61;58;32;16;217;2;158;27;2307;1308;4;0;0;4;7;8;3;4;0;51;1;1;38;95;10;55600;22859;43,78;1,68;4
1283;0;0;0;0;0;0;0;86;0;0;0;0;0;1052;108;0;4;0;8;10;2;0;1;0;25;1;0;18;8;8;81400;0;47,2;0;4
1284;193;156;63;31;73;72;70;97;8;199;3;163;19;2322;1579;0;4;0;10;19;9;7;3;0;37;1;2;33;167;16;41000;25615;42,6;1,75;4
1285;79;81;46;9;31;23;19;104;15;96;0;74;16;3758;3210;4;0;1;28;26;10;17;6;0;83;4;3;43;80;8;52700;20013;40,64;1,97;4
1286;118;95;45;20;44;46;38;116;13;135;1;82;7;1206;967;4;0;4;2;7;2;2;3;0;23;1;1;19;53;2;32452;22283;50,14;1,68;4
1287;21;20;15;1;20;6;1;13;17;13;1;15;3;1455;1271;0;4;1;3;4;1;1;0;2;11;1;0;4;9;4;6055;17945;53,13;1,55;4
1288;14;10;9;1;8;3;1;35;10;12;1;7;1;837;610;4;0;2;6;6;1;5;0;0;27;0;0;10;7;0;4611;18592;64,61;1,28;4
1289;8;20;13;1;10;2;1;104;0;18;0;10;6;1333;2298;4;0;1;3;4;1;1;0;0;4;2;1;33;12;4;16413;15907;46,44;1,45;4
1290;316;271;68;85;127;152;114;623;3;445;12;285;27;5907;3939;4;0;9;59;185;16;67;85;3;381;4;29;64;85;8;32452;22283;43,44;1,5;4
1291;34;29;20;2;27;9;2;46;6;45;4;22;5;377;164;4;0;0;16;10;5;4;2;0;34;0;2;12;8;2;7081;18864;53,13;1,41;4
1292;54;43;31;3;36;18;6;98;8;58;7;26;3;1041;776;4;0;1;12;20;4;13;6;1;68;7;5;18;25;0;6814;20019;58,88;1,48;4
1293;15;12;6;1;14;6;2;14;13;3;0;14;1;793;535;4;0;0;2;2;4;2;0;0;14;0;0;14;6;2;17296;23318;47,37;1,92;4
1294;267;230;66;74;118;112;79;109;64;367;2;255;29;2500;1642;4;0;7;19;61;15;29;13;0;196;5;4;42;44;3;;21273;41,88;1,47;4
1295;149;117;52;22;89;67;36;167;9;195;9;116;17;1042;767;4;0;1;16;46;11;10;11;0;71;1;5;28;35;2;6398;21568;50,3;1,4;4
1296;60;49;29;4;42;18;5;70;7;69;6;27;4;830;583;4;0;2;15;27;9;8;8;2;74;3;6;22;25;0;;18944;56,78;1,46;4
1297;61;48;35;4;41;20;6;111;9;66;8;29;4;1041;776;4;0;1;12;20;4;13;5;1;68;6;5;18;25;0;6814;20019;59,26;1,48;4
1298;24;25;9;1;20;12;2;12;25;0;0;20;2;1840;1590;2;2;0;1;1;0;0;0;0;8;0;0;12;4;1;23679;19545;44,43;1,98;4
1299;9;7;3;1;5;3;3;1;8;0;0;8;1;461;384;4;0;0;0;1;0;0;0;0;2;1;0;0;8;0;1065;25219;46,39;2,25;4
1300;121;97;38;34;56;45;28;174;26;138;0;91;13;3280;3003;1;3;1;15;22;7;17;2;1;54;2;1;54;113;8;;19198;46,29;1,4;4
1301;66;53;23;11;38;18;7;107;12;59;0;46;9;4882;4088;4;0;0;25;26;5;8;2;2;77;1;2;35;54;11;22304;19785;40,65;1,66;4
1302;190;192;122;17;107;36;19;48;35;176;0;110;46;347;93;0;4;1;6;16;9;2;1;1;42;2;1;18;10;8;6283;17187;42,08;1,92;4
1303;81;60;44;8;50;33;10;140;15;93;7;46;7;1405;724;4;0;4;27;44;9;27;11;3;149;1;7;17;37;12;4598;19766;55,97;1,44;4
1304;75;66;33;7;52;24;8;20;25;76;1;49;8;1092;780;0;4;1;2;11;5;7;0;0;38;1;0;27;26;10;;19534;50;1,58;4
1305;82;78;38;10;69;33;16;73;17;111;0;91;14;595;459;4;0;0;7;6;3;2;1;0;33;0;0;7;32;14;23554;22586;42,36;1,73;4
1306;21;20;6;4;10;13;9;15;20;0;0;20;2;1408;1427;1;3;0;2;4;1;1;1;0;7;2;2;15;4;2;921;27761;45,89;2,39;4
1307;34;32;15;11;17;10;7;281;4;39;2;31;4;2115;1179;4;0;5;20;22;11;10;5;0;49;7;1;27;107;16;;19038;41,08;1,48;4
1308;166;178;63;107;41;62;48;62;23;178;29;147;12;1954;1256;4;0;0;4;15;10;8;2;0;47;2;4;29;118;11;;13451;30,97;1,44;4
1309;32;27;12;3;17;11;6;39;19;17;0;24;2;188;0;1;3;0;5;3;5;3;2;1;10;0;1;9;8;3;10216;21470;47,66;1,81;4
1310;13;14;7;1;11;4;1;16;14;0;0;11;2;82;0;3;1;1;3;0;1;0;0;0;4;0;0;11;7;1;9250;21052;48,77;2,12;4
1311;74;57;30;8;47;25;10;68;14;78;1;39;7;1815;991;4;0;1;13;13;8;6;2;1;41;0;4;16;19;0;9989;19519;47,51;1,57;4
